epoch,train_loss,train_recon,train_kl,train_feller,train_arbitrage,val_loss,val_recon,val_kl,val_feller,val_arbitrage,lr
54,1.7267025318145752,1.2154326915740967,3.6726244735717772,0.004204607511637732,0.06990141198039054,,,,,,0.001
55,1.6084643383026123,1.1019955921173095,3.6528519077301027,0.002901834227377549,0.06914083647727966,,,,,,0.001
56,1.5858251800537109,1.1077369928359986,3.6648576889038087,0.0010854380261152983,0.05525848665833473,,,,,,0.001
57,1.719094804763794,1.2354327898025512,3.5347448234558105,0.0019613592475652693,0.06411309403181076,,,,,,0.001
58,1.623969069480896,1.0992153215408325,3.6517673377990723,0.0020550037921348123,0.07876099491119384,,,,,,0.001
59,1.582454891204834,1.0670117464065552,3.585436243057251,0.002083879745565355,0.07740782940387726,,,,,,0.001
60,1.7350047216415405,1.0955980558395386,3.7033153896331785,0.004074906934401951,0.13250010925531389,,,,,,0.001
61,1.5995454120635986,1.1163388838768005,3.668219738006592,0.002405699411407113,0.056989408016204834,,,,,,0.001
62,1.5868877096176148,1.0850269765853882,3.7247503871917726,0.0006752897552214563,0.06435518717765808,,,,,,0.001
63,1.6329820289611816,1.0605059242248536,3.7570241718292237,0.0015393209900939836,0.09761718153953552,,,,,,0.001
64,1.5638901014328004,1.0504271507263183,3.743725679397583,0.005228266898542643,0.06693104600906372,,,,,,0.001
65,1.6908844366073608,1.0877966136932373,3.703596534729004,0.004784850157797336,0.11397164618968963,,,,,,0.001
66,1.5415369148254394,1.0124515056610108,3.7132366333007814,0.0010815591961145401,0.07834008753299714,,,,,,0.001
67,1.5256499643325805,1.0450739603042603,3.7287619590759276,0.0012112323720939457,0.053244298934936526,,,,,,0.001
68,1.6237721300125123,1.0604933834075927,3.669901760101318,0.006553504709154367,0.09486753368377686,,,,,,0.001
69,1.4995421829223632,0.9477999405860901,3.783721673965454,0.0016801630184054375,0.08584493505954742,,,,,,0.001
70,1.563749267578125,1.0092778868675232,3.728386013031006,0.0020191194731742144,0.0898068253993988,,,,,,0.001
71,1.5418404636383056,1.019906023979187,3.708130374908447,0.0016562437787652016,0.07473255395889282,,,,,,0.001
72,1.5049924821853637,1.05849782371521,3.6772067375183104,0.0019669512626715006,0.03840352487564087,,,,,,0.001
73,1.4297592096328735,0.9388878831863403,3.7300694007873534,0.0026772635243833063,0.05759355218708515,,,,,,0.001
74,1.4358911294937133,0.9684011735916138,3.8058883056640624,0.004221616517053917,0.041339746654033664,,,,,,0.001
75,1.5279844551086426,1.0135671854019166,3.7473344230651855,0.0009849353590980173,0.06934944343566894,,,,,,0.001
76,1.5079935665130615,0.9431790714263916,3.7023229103088378,0.0019428349420195445,0.09631969082355499,,,,,,0.001
77,1.572342929840088,1.0031519079208373,3.66948996925354,0.0033426087647676467,0.09944968771934509,,,,,,0.001
78,1.4285426368713379,0.9786903820037842,3.7165937824249267,0.002513011187314987,0.03783992695808411,,,,,,0.001
79,1.4797000455856324,0.9873509912490844,3.7508505516052244,0.0018459610387217254,0.05770901679992676,,,,,,0.001
80,1.5189402179718017,0.9633008699417114,3.769433568954468,0.0027127911057323218,0.08799160289764404,,,,,,0.001
81,1.5148126344680786,1.0182992568016052,3.7596900691986086,0.0011237610839307309,0.059710304856300356,,,,,,0.001
82,1.4683717584609985,0.9769636716842651,3.817816089630127,0.0027975364420562985,0.053414473593235014,,,,,,0.001
83,1.4724430570602416,1.0363432064056397,3.8282535667419433,0.0015922898557037114,0.025841111660003663,,,,,,0.001
84,1.4575354957580566,0.983869523525238,3.8044317531585694,0.0018123031230643392,0.045705251336097714,,,,,,0.001
85,1.5541259279251098,0.9667399344444275,3.812067056655884,0.001884826198220253,0.1021472338438034,,,,,,0.001
86,1.55299808883667,0.9519440665245056,3.8480483684539797,0.0035294348378665744,0.10635985571146012,,,,,,0.001
87,1.4254087314605712,0.9445098867416382,3.850465913772583,0.0011016300620976835,0.04737529790401459,,,,,,0.001
88,1.493632143974304,0.9902808427810669,3.8226292114257814,0.0010540474969893694,0.060017160654067994,,,,,,0.001
89,1.4434192018508911,0.9132848520278931,3.7832683715820314,0.004191089400090277,0.0738082094192505,,,,,,0.001
90,1.492542350769043,0.9748136610984802,3.8570729732513427,0.002595606628805399,0.06471288132667541,,,,,,0.001
91,1.3701627378463745,0.8982843527793885,3.817854835510254,0.0008625254873186349,0.044615170001983645,,,,,,0.001
92,1.4728198680877687,0.9303337802886963,3.8102152309417723,0.001608436565613374,0.0799280469417572,,,,,,0.001
93,1.4730522890090942,0.9225037107467652,3.797666809082031,0.005873931865207851,0.08245399320125579,,,,,,0.001
94,1.4698779335021972,0.9446159954071045,3.833657024383545,0.0017221628651022912,0.07008703970909119,,,,,,0.001
95,1.411439847946167,0.9132116026878357,3.700420476913452,0.0014613332035951316,0.06336244201660156,,,,,,0.001
96,1.5242324237823486,0.9079081296920777,3.786000514984131,0.0021285814540460708,0.11779781943559646,,,,,,0.001
97,1.3545927772521973,0.8855485243797302,3.8315773277282714,0.0022302163150161505,0.04182814395427704,,,,,,0.001
98,1.555557472229004,0.9612942724227905,3.7516888160705566,0.0013096477556973696,0.108892333984375,,,,,,0.001
99,1.5397178106307983,0.9923473134040832,3.8126419563293457,0.0014336950972210615,0.08233630752563477,,,,,,0.001
100,1.432929057121277,0.926594847202301,3.8493510780334472,0.004529537389520556,0.05843476909399033,,,,,,0.001
101,1.4251594676971435,0.928838758468628,3.8480569229125976,0.001543034102767706,0.05498598027229309,,,,,,0.001
102,1.481291739463806,0.8619012389183044,3.960501884460449,0.002254287024028599,0.1105430046916008,,,,,,0.001
103,1.3445585508346558,0.8455834193229675,3.8652137413024903,0.0010564785674214362,0.05569863605499267,,,,,,0.001
104,1.3624769077301024,0.8683440523147583,3.8317102775573733,0.0007121339254081249,0.05512483739852905,,,,,,0.001
105,1.4037828187942505,0.9448642835617066,3.842598169326782,0.004158378563821316,0.035250157833099365,,,,,,0.001
106,1.465201256752014,0.8854194178581237,3.7921559467315675,0.002147297087358311,0.09920944756269455,,,,,,0.001
107,1.377385199546814,0.8397229318618774,3.8134440059661867,0.002003706781193614,0.07715708047151565,,,,,,0.001
108,1.3846375217437745,0.9093223052024841,3.8476153163909914,0.0022551183067262173,0.04414927008748055,,,,,,0.001
109,1.3748125247955323,0.8736411485671997,3.8418380985260008,0.0012616186670493335,0.05786297106742859,,,,,,0.001
110,1.4725714464187623,0.911213686466217,3.8126674308776853,0.001666879653930664,0.08921207332611084,,,,,,0.001
111,1.4380359869003296,0.8680941410064698,3.8377235927581785,0.0015952229406684638,0.09228712463378906,,,,,,0.001
112,1.428655776977539,0.8783306293487548,3.806304433822632,0.0017369055366289103,0.08397888851165772,,,,,,0.001
113,1.3778520727157593,0.8767940273284912,3.893320209503174,0.0020064324578270318,0.05485981035232544,,,,,,0.001
114,1.4132462301254272,0.8857439470291137,3.8835602226257326,0.002117880149744451,0.06851418483257293,,,,,,0.001
115,1.327966495513916,0.8270565800666809,3.8730623092651366,0.002525051074102521,0.055539311632514,,,,,,0.001
116,1.3500868768692016,0.8669553389549255,3.8859345779418946,0.0014626471945084632,0.04653771924972534,,,,,,0.001
117,1.3694497175216676,0.8439143137931824,3.8069272537231447,0.0024346787417307498,0.07120397502556443,,,,,,0.001
118,1.463989444732666,0.9356244173049927,3.8888040847778322,0.0015942476093769072,0.068945203544572,,,,,,0.001
119,1.3830375995635986,0.9005614981651306,3.8474912338256835,0.0010074857026338578,0.04835974590480328,,,,,,0.001
120,1.373749903678894,0.8180668663978576,3.8319276790618897,0.0013901535915210844,0.08555004978179932,,,,,,0.001
121,1.5089843826293945,0.8995195751190186,3.789932949066162,0.001999041821807623,0.11423623993992806,,,,,,0.001
122,1.3257982091903686,0.8202383584976196,3.784820608139038,0.0017666679210960865,0.06265555036067963,,,,,,0.001
123,1.355162212371826,0.8219188442230224,3.7555253410339358,0.002467456161277369,0.07761167550086975,,,,,,0.001
124,1.390707851409912,0.8654342141151429,3.730329860687256,0.0017030463558621704,0.07526879501342773,,,,,,0.001
125,1.4344948320388793,0.9103280930519104,3.7510857276916503,0.0012123859280254693,0.07392288398742676,,,,,,0.001
126,1.4263936433792115,0.863732011795044,3.763800231933594,0.003488968636840582,0.09139632892608643,,,,,,0.001
127,1.40850106048584,0.860219042301178,3.8310082607269287,0.0029522587802493943,0.08111445343494415,,,,,,0.001
128,1.2937839250564576,0.8324996843338013,3.823049709320068,0.0008061736831441521,0.0390865478515625,,,,,,0.001
129,1.3483191356658935,0.8865197968482971,3.749624095916748,0.0021221860012738034,0.04235737204551697,,,,,,0.001
130,1.3917115497589112,0.8611857042312622,3.7408616523742677,0.0027519833482801915,0.07684385085105896,,,,,,0.001
131,1.3520972642898559,0.8241514186859131,3.776610160827637,0.0010623124935664236,0.07461124962568283,,,,,,0.001
132,1.381514289855957,0.9026953887939453,3.7775022258758546,0.0012192042013630272,0.04992472043633461,,,,,,0.001
133,1.4192658891677856,0.8666283807754517,3.7791895027160645,0.005220392219722271,0.08474907600879669,,,,,,0.001
134,1.4311873168945313,0.7751846175193786,3.784775701522827,0.0015334472954273224,0.137995818734169,,,,,,0.001
135,1.332570996284485,0.81935484790802,3.8188292255401612,0.0005928002885048045,0.06537020191550255,,,,,,0.001
136,1.3909847917556764,0.8917465105056762,3.761490686416626,0.0007267186585813761,0.06118122785538435,,,,,,0.001
137,1.4589298143386842,0.8535697889328003,3.756957592010498,0.0027813051119446753,0.11344145882129669,,,,,,0.001
138,1.2848149299621583,0.8099484930038452,3.8041472473144533,0.0015632274337112903,0.04644422647356987,,,,,,0.001
139,1.4160615491867066,0.8461661005020141,3.8117947387695312,0.00216508661955595,0.09327544158697128,,,,,,0.001
140,1.3036424684524537,0.8159846172332764,3.787272825241089,0.0020283105839043855,0.05345111566781997,,,,,,0.001
141,1.466958218574524,0.9322615022659302,3.758149913787842,0.0014943770274985582,0.07869366455078125,,,,,,0.001
142,1.3099256649017335,0.8090294570922851,3.8086052494049074,0.0017338497210294009,0.059150907486677166,,,,,,0.001
143,1.3915844583511352,0.869476261138916,3.762272563934326,0.0014150165989995002,0.07223297613859177,,,,,,0.001
144,1.378884126663208,0.8466865754127503,3.772845027923584,0.0014720363542437553,0.07672050286829471,,,,,,0.001
145,1.3870983657836915,0.909082278251648,3.755373861312866,0.0017576151825487614,0.05036053182184696,,,,,,0.001
146,1.2832102022171021,0.8507988204956055,3.7089237957000734,0.001870755317271687,0.029824129968881608,,,,,,0.001
147,1.3406064252853394,0.8706671352386475,3.762125751495361,0.000839830577140674,0.046443432092666624,,,,,,0.001
148,1.3969632167816162,0.8369768619537353,3.787057596206665,0.0036801113449037074,0.08880023658275604,,,,,,0.001
149,1.407029278755188,0.8975327277183532,3.854944881439209,0.0020466354538220912,0.06097769689559936,,,,,,0.001
150,1.3621836051940919,0.8170082926750183,3.8030694160461427,0.0013369031734764576,0.08176572442054748,,,,,,0.001
151,1.36961417388916,0.8576044383049011,3.7567760887145996,0.0019796971743926404,0.06717620873451233,,,,,,0.001
152,1.183593729019165,0.768674916267395,3.800373525619507,0.001012411393225193,0.016934527039527893,,,,,,0.001
153,1.4192309722900391,0.8307088241577149,3.797855339050293,0.004013384840218351,0.10236162185668946,,,,,,0.001
154,1.394268491744995,0.8660047512054443,3.802992343902588,0.0008409381517994917,0.07356176316738129,,,,,,0.001
155,1.3762411251068116,0.8173739004135132,3.825726682662964,0.0021341096591204404,0.08708023178577423,,,,,,0.001
156,1.3184547872543335,0.7678583016395569,3.8498230533599855,0.0010130907641723752,0.08230053812265396,,,,,,0.001
157,1.242617753982544,0.7875716714859009,3.8832041664123533,0.0005936051830649376,0.033066014289855956,,,,,,0.001
158,1.3218030185699463,0.7779261074066162,3.837223093032837,0.0014153356095775963,0.07936962604522706,,,,,,0.001
159,1.3795151319503784,0.8095562953948975,3.831147062301636,0.003580701692495495,0.09163171529769898,,,,,,0.001
160,1.415989730834961,0.8969426259994507,3.7207586975097655,0.00248811149346875,0.07224156302213669,,,,,,0.001
161,1.3092171602249145,0.7924714112281799,3.8060220108032228,0.0006942334794439375,0.0677246481180191,,,,,,0.001
162,1.4794913339614868,0.8577976446151734,3.7600208396911623,0.00151471026125364,0.12208843213319778,,,,,,0.001
163,1.440560257911682,0.8488034152984619,3.7459032402038575,0.0023527573542669418,0.10740686911344528,,,,,,0.001
164,1.3654788436889649,0.8177217555046081,3.7827635402679443,0.0018050959222018718,0.08383780586719512,,,,,,0.001
165,1.30617063331604,0.8029891185760498,3.771597911834717,0.00037065527553204445,0.06282553619146347,,,,,,0.001
166,1.3436231861114503,0.8552654085159301,3.777428617477417,0.001859129243530333,0.05437790584564209,,,,,,0.001
167,1.3526692371368407,0.8296057748794555,3.709679479598999,0.004250709463260137,0.07392239010334015,,,,,,0.001
168,1.395471088409424,0.8609134917259216,3.80806400680542,0.0011498767849989235,0.07630065560340882,,,,,,0.001
169,1.4042802639007568,0.8118747415542602,3.762960168838501,0.001163565170019865,0.10747297084331513,,,,,,0.001
170,1.2790501413345337,0.7652503995895386,3.7757951889038086,0.0009803999126888811,0.06761990517377853,,,,,,0.001
171,1.3035022897720336,0.7940184912681579,3.7216299076080324,0.001365262547507882,0.0679777672290802,,,,,,0.001
172,1.3915261907577514,0.8594224238395691,3.707193748474121,0.0021123687513172626,0.07963601541519165,,,,,,0.001
173,1.4065230522155763,0.8698062882423401,3.7885740242004395,0.0036980195455253123,0.07708065867424012,,,,,,0.001
174,1.3708708419799804,0.8505538339614869,3.768739231109619,0.0007022573705762625,0.07137041020393371,,,,,,0.001
175,1.2834409294128417,0.752985089302063,3.785212074279785,0.001098067982122302,0.0754182932972908,,,,,,0.001
176,1.449666202545166,0.8832282357215882,3.7547318687438964,0.0013991216477006673,0.09478280925750733,,,,,,0.001
177,1.3245623540878295,0.8167961912155152,3.828533851623535,0.0007732566245831549,0.06206975650787354,,,,,,0.001
178,1.4340095043182373,0.8307992553710938,3.8254572372436524,0.003358841042208951,0.10865283554792404,,,,,,0.001
179,1.3085850143432618,0.8030532217025756,3.848969701766968,0.002354465648531914,0.059140167713165284,,,,,,0.001
180,1.4045213127136231,0.814641960144043,3.77569610786438,0.0029420487633906303,0.10468382179737092,,,,,,0.001
181,1.330723298072815,0.8116845998764038,3.772649206161499,0.0018340523365768604,0.06996985244750976,,,,,,0.001
182,1.3184548959732056,0.8051258683204651,3.7812752437591555,0.0015522791668772698,0.06682461714744568,,,,,,0.001
183,1.4368805208206177,0.8973201608657837,3.762017402648926,0.001384625505656004,0.0809869920015335,,,,,,0.001
184,1.3305883226394652,0.8158613824844361,3.7145411643981934,0.001804140616557561,0.07073432922363282,,,,,,0.001
185,1.303733468055725,0.7663163547515869,3.786607660293579,0.0007282720837974921,0.07901401710510254,,,,,,0.001
186,1.3493688745498658,0.7889413800239563,3.8030064125061034,0.000996558916027425,0.08956516253948212,,,,,,0.001
187,1.3866282682418822,0.8125769057273865,3.802555835723877,0.0014465209171175956,0.09617462635040283,,,,,,0.001
188,1.3995358600616454,0.7899043025970459,3.771694374084473,0.0020130140269175173,0.11522455441951751,,,,,,0.001
189,1.2845690364837647,0.7725294852256774,3.792196647644043,0.001968990858644247,0.06542545372247696,,,,,,0.001
190,1.3045026111602782,0.7907713084220886,3.7894585800170897,0.001122691061347723,0.06683137631416321,,,,,,0.001
191,1.3289965286254883,0.8204356398582459,3.749539831161499,0.001078691964969039,0.06626410961151123,,,,,,0.001
192,1.2674977970123291,0.7492682938575744,3.735931219100952,0.0010722991540096701,0.07178203105926513,,,,,,0.001
193,1.3266482524871825,0.7759013948440552,3.7410018405914305,0.00308251566067338,0.08678206515312195,,,,,,0.001
194,1.2208819961547852,0.7449147386550903,3.742507007598877,0.0021241861991147743,0.04979616183042526,,,,,,0.001
195,1.248071322441101,0.7228692045211792,3.752226011276245,0.00097858514636755,0.07450046980381012,,,,,,0.001
196,1.3785321235656738,0.8335731902122497,3.764886667251587,0.0035318617136217653,0.0824691944718361,,,,,,0.001
197,1.313068162918091,0.7426789608001709,3.768893253326416,0.0020625787210010456,0.09571864986419677,,,,,,0.001
198,1.3182539052963256,0.8156459579467773,3.7620714111328124,0.0003953564935363829,0.06300273406505584,,,,,,0.001
199,1.3722152767181397,0.7881134271621704,3.75278356552124,0.0007251297025941312,0.1040491718351841,,,,,,0.001
200,1.2974040269851685,0.8167858104705811,3.763176668167114,0.0024991243964759633,0.05090069258213043,,,,,,0.001
201,1.4105907735824585,0.8145311141014099,3.800991901397705,0.003939973275642842,0.10601025354862213,,,,,,0.001
202,1.362838737487793,0.8176693859100341,3.740956354141235,0.0010665859710425139,0.08500356674194336,,,,,,0.001
203,1.2995606966018676,0.7769347181320191,3.7981072635650635,0.0006307967929169535,0.07109224182367326,,,,,,0.0005
204,1.3062443962097168,0.8388120970726013,3.7628428630828856,0.0013791245026513934,0.04488445764780045,,,,,,0.0005
205,1.3570924577713013,0.8781563081741333,3.7706718559265138,0.0011541631259024143,0.05035740947723389,,,,,,0.0005
206,1.2938725442886352,0.7656266651153565,3.7341413326263426,0.0013517105784267187,0.07674002403020859,,,,,,0.0005
207,1.3357237119674683,0.8393477954864502,3.783557607650757,0.0014285552687942982,0.05829580020904541,,,,,,0.0005
208,1.186161395072937,0.6956811079978943,3.826012674331665,0.001713184534572065,0.0530829107761383,,,,,,0.0005
209,1.2628669013977052,0.7795867981910706,3.8005396308898924,0.0024112013173289595,0.05040747033059597,,,,,,0.0005
210,1.2562932329177856,0.7876304197311401,3.732618225097656,0.002979590531438589,0.046210697650909426,,,,,,0.0005
211,1.362299744606018,0.8393759870529175,3.733879068374634,0.0009290013816207648,0.07430340790748596,,,,,,0.0005
212,1.3558298444747925,0.8460938024520874,3.7693135166168212,0.0015399109241552651,0.06563239216804505,,,,,,0.0005
213,1.299033763885498,0.7635777797698975,3.740656702041626,0.0013944950472796335,0.07999787838757039,,,,,,0.0005
214,1.3228703155517578,0.7717284836769104,3.7410915927886963,0.0011015966810518877,0.0879655590057373,,,,,,0.0005
215,1.2834637022018434,0.7333402638435363,3.7567617835998535,0.0014855439364910125,0.08648085498809814,,,,,,0.0005
216,1.314060103416443,0.7728951621055603,3.7029510860443113,0.005179844744503498,0.08284499609470368,,,,,,0.0005
217,1.2383316764831542,0.7594751510620117,3.6736302433013917,0.001488677195040509,0.055002406597137454,,,,,,0.0005
218,1.3378749456405639,0.81574622631073,3.74885799407959,0.0006297105605481192,0.07330660343170166,,,,,,0.0005
219,1.3307636871337891,0.7791925821304321,3.7065286655426024,0.0019424349218606948,0.08948790574073792,,,,,,0.0005
220,1.2995345811843872,0.8379619317054748,3.668496519088745,0.001672349352389574,0.0465253095626831,,,,,,0.0005
221,1.4334387283325196,0.9247304258346558,3.7040581398010253,0.001647577714174986,0.06832744607329369,,,,,,0.0005
222,1.2978217220306396,0.7458071732521057,3.737099880218506,0.0016135483974358067,0.08834551429748536,,,,,,0.0005
223,1.243582208633423,0.7482111287117005,3.7503163223266602,0.0006144439852796495,0.05986249983310699,,,,,,0.0005
224,1.3398708305358886,0.8101773066520691,3.71782546043396,0.0004070713114924729,0.07875193619728088,,,,,,0.0005
225,1.4023866243362426,0.7776560192108154,3.7311244010925293,0.0009128660662099719,0.12535266256332397,,,,,,0.0005
226,1.3574147367477416,0.7957197065353394,3.722381191253662,0.0027948536128242266,0.09333101892471314,,,,,,0.0005
227,1.359630407333374,0.7294815530776978,3.702407415390015,0.0016161195300519466,0.1291459805369377,,,,,,0.0005
228,1.2298932609558106,0.7103362593650818,3.722756383895874,0.003220904169138521,0.07203022289276123,,,,,,0.0005
229,1.2248790893554689,0.6913300776481628,3.7380753135681153,0.0011535345790907741,0.07929396477341652,,,,,,0.0005
230,1.2128592758178711,0.7505345969200135,3.6918155479431154,0.0007214019304956309,0.04621084058284759,,,,,,0.0005
231,1.268240400314331,0.7306368250846863,3.692289085388184,0.0009238870674744249,0.08372539710998535,,,,,,0.0005
232,1.2921760082244873,0.7321625900268555,3.6830817890167236,0.0017815036177635192,0.09496186757087707,,,,,,0.0005
233,1.3117063694000244,0.7592646789550781,3.6999915447235106,0.0015294792005443015,0.09045653074979781,,,,,,0.0005
234,1.3230422821044923,0.7568555274009705,3.7022012996673586,0.001134592542424798,0.09741601359844208,,,,,,0.0005
235,1.2999798183441162,0.7916741304397583,3.6399524955749514,0.001035318651702255,0.07163755589723587,,,,,,0.0005
236,1.2995465660095216,0.7820099873542785,3.6701019248962403,0.006416412354912609,0.07205498218536377,,,,,,0.0005
237,1.2706226272583008,0.7695285549163818,3.695520778656006,0.0013689483609050513,0.06508650767803192,,,,,,0.0005
238,1.3542966861724854,0.78409730052948,3.7197315979003904,0.0013000014619901777,0.09846310406923293,,,,,,0.0005
239,1.2570331764221192,0.7215720052719117,3.7551232681274413,0.001638053250964731,0.07915537357330323,,,,,,0.0005
240,1.2334558353424072,0.7583028473854065,3.7033415813446044,0.000798686841968447,0.052010079473257066,,,,,,0.0005
241,1.2085363416671753,0.772662344455719,3.70756160736084,0.0011077555557712912,0.03200503188371658,,,,,,0.0005
242,1.2775662269592285,0.8231022996902466,3.7312219181060793,0.0020585217882180588,0.03964161790907383,,,,,,0.0005
243,1.4261282835006714,0.7754743094444275,3.7110768852233886,0.0021138879775535317,0.13871618258953095,,,,,,0.0005
244,1.3212113885879517,0.7542609839439393,3.734770118713379,0.0007897843681275845,0.09634179866313934,,,,,,0.0005
245,1.255792519569397,0.7693363327980042,3.7004043216705322,0.00184072450036183,0.057287486553192137,,,,,,0.0005
246,1.4464221382141114,0.8728648324012757,3.684496696472168,0.00237960647046566,0.10136401188373566,,,,,,0.0005
247,1.3118646478652953,0.7950681576728821,3.703442819595337,0.0005975310560315847,0.07292733418941498,,,,,,0.0005
248,1.282830620765686,0.7459934387207031,3.721901803970337,0.0012889355272054672,0.08167902278900147,,,,,,0.0005
